iso3c,year,ChildMortality,GDPpc
LVA,2009,8.3,17023.2975926097
LVA,2019,4,33294.5077885749
LVA,2020,3.8,33733.0651257205
LVA,2021,3.7,36777.8928459839
LVA,2010,7.8,17703.9136026456
LBN,2000,20.1,7952.95623747671
LBN,2001,19,8312.48084804017
LBN,2011,10.8,15125.822947491
LBN,2012,10.3,15840.895779328
LBN,2003,16.8,8954.79152496334
LBN,2008,12.4,12508.6857749262
LBN,2009,11.8,13698.9340278502
LBN,2002,17.9,8618.18258660584
LBN,2013,10,15584.6239866504
LBN,2014,9.7,14985.5236961443
LBN,2015,9.4,15379.5997847163
LBN,2004,15.8,9659.28746264773
LBN,2005,14.8,10079.3834118835
LBN,2006,13.9,10379.6584945335
LBN,2007,13.1,11435.2684345724
LBN,2020,8.5,14563.7705343443
LBN,2010,11.2,14835.3725783442
LBN,2017,9,17808.0768860143
LBN,2018,8.8,18368.7981230584
LBN,2019,8.7,17913.8848372897
LBN,2016,9.2,16588.0866297906
LBN,2021,8.2,14330.5156325828
LSO,2016,77.8,2918.24021630272
LSO,2013,85.1,2506.94711499017
LSO,2014,84,2734.85986122408
LSO,2015,82.5,2990.86729296457
LSO,2004,115,1549.35851042751
LSO,2002,111.6,1383.1108000278
LSO,2001,109.6,1350.78720928892
LSO,2012,86.9,2264.2835801788
LSO,2000,107.5,1276.1318512183
LSO,2005,116.5,1659.98573291594
LSO,2010,93,2124.41022149495
LSO,2011,89.4,2252.03620707547
LSO,2007,113.7,1902.69488834876
LSO,2017,75.5,2571.0740273731
LSO,2018,76.4,2561.56579666799
LSO,2003,113.4,1478.05199841457
LSO,2008,111.3,2034.45088153673
LSO,2009,101.6,2007.57608491084
LSO,2006,116.8,1784.17266764512
LSO,2019,77.2,2538.56964348551
LSO,2021,72.9,2470.97977515337
LSO,2020,75.5,2349.89760919224
LBR,2021,76,1570.47437952052
LBR,2020,78.3,1461.34144690879
LBR,2006,121,823.487383327847
LBR,2003,151,723.737155468991
LBR,2005,129.6,782.16470364386
LBR,2007,114,881.161914273149
LBR,2010,99.9,989.469176541254
LBR,2004,139.7,753.531100830958
LBR,2019,80.6,1517.37293329666
LBR,2009,103.6,948.620097529854
LBR,2002,163.3,1024.16407683257
LBR,2011,96.8,1050.72508381553
LBR,2018,82.6,1558.31683493886
LBR,2017,84.5,1533.41123787771
LBR,2013,92,1331.33453423316
LBR,2000,189.2,976.243155021094
LBR,2008,108.2,923.798372710104
LBR,2012,94.2,1149.99361619166
LBR,2014,92.2,1367.66846286359
LBR,2001,176.1,997.609540943384
LBR,2016,86.3,1393.54398465651
LBR,2015,88.3,1272.596565446
LBY,2015,13.3,22163.1407961987
LBY,2012,15,29393.2769424583
LBY,2000,28.1,21215.2301567334
LBY,2014,13.8,20809.5930273525
LBY,2002,26.5,20441.8582342541
LBY,2003,25.5,22974.8845558259
LBY,2004,24.4,24016.2506193372
LBY,2013,14.4,24136.0705468896
LBY,2011,19.5,16091.4359862225
LBY,2010,16.6,30257.0112784627
LBY,2016,12.8,21871.7681024275
LBY,2001,27.3,20821.5239389036
LBY,2005,23.1,26995.6939597273
LBY,2006,21.7,28965.9570894267
LBY,2007,20.2,30960.4071192785
LBY,2017,12.3,24212.9109270915
LBY,2009,17.6,29056.5061370635
LBY,2021,10.8,22371.380781578
LBY,2018,11.9,26352.833120488
LBY,2008,18.8,30839.5002000938
LBY,2020,11.1,16495.9902211392
LBY,2019,11.5,23491.2000624256
LIE,2003,,
LIE,2004,,
LIE,2018,,
LIE,2020,,
LIE,2017,,
LIE,2015,,
LIE,2019,,
LIE,2001,,
LIE,2002,,
LIE,2021,,
LIE,2007,,
LIE,2008,,
LIE,2005,,
LIE,2016,,
LIE,2006,,
LIE,2011,,
LIE,2000,,
LIE,2009,,
LIE,2010,,
LIE,2012,,
LIE,2013,,
LIE,2014,,
LTU,2011,5.5,22884.8755910695
LTU,2000,10.7,8446.92767760874
LTU,2001,10.3,9438.82333945754
LTU,2010,6,20093.3453948576
LTU,2009,6.7,18116.228528997
LTU,2008,7.4,20721.1393319979
LTU,2013,5.1,26721.7002165919
LTU,2012,5.2,24703.7403952162
LTU,2002,9.9,10480.6960970491
LTU,2003,9.6,12068.3910578299
LTU,2004,9.3,13030.8324958165
LTU,2014,5,28184.2813023168
LTU,2006,8.6,16483.8503582706
LTU,2020,3.5,41168.2149817792
LTU,2021,3.3,46410.0676392912
LTU,2005,9,14510.5967849364
LTU,2017,4.4,33761.9475000677
LTU,2018,4.1,36376.5278839032
LTU,2015,4.9,28834.5570242411
LTU,2016,4.7,30925.2413840761
LTU,2019,3.8,40577.8037367455
LTU,2007,8,19098.8653406362
LUX,2003,3.8,60199.8507967788
LUX,2013,2.8,100925.011992241
LUX,2004,3.5,64694.4334161028
LUX,2002,4,58575.6792717544
LUX,2012,2.8,96636.426643956
LUX,2000,4.5,55124.2922512694
LUX,2011,2.8,94475.0302265023
LUX,2014,2.8,105296.284588232
LUX,2001,4.3,56141.7751664486
LUX,2010,2.8,90346.0688268008
LUX,2005,3.4,68787.8547494266
LUX,2016,2.8,113365.176082265
LUX,2015,2.8,107859.685999308
LUX,2017,2.8,114985.842235989
LUX,2009,2.9,86873.2562419563
LUX,2006,3.2,78878.0275161487
LUX,2007,3.1,85129.1888169612
LUX,2008,3,90970.7211980147
LUX,2021,2.7,137947.34385169
LUX,2018,2.8,116498.512080919
LUX,2019,2.8,121403.823719046
LUX,2020,2.8,122114.101599326
MAC,2007,,76482.4255442918
MAC,2020,,57992.2133399872
MAC,2021,,73734.0816117443
MAC,2006,,66798.0084688082
MAC,2019,,127747.219110728
MAC,2005,,58695.5387429349
MAC,2004,,54107.9225045787
MAC,2008,,78504.5803068395
MAC,2009,,77954.2317968497
MAC,2017,,122838.382786163
MAC,2010,,96181.9457627427
MAC,2003,,42781.189656604
MAC,2011,,116537.537811435
MAC,2016,,112351.277234359
MAC,2018,,131302.826338343
MAC,2002,,38654.1810184019
MAC,2014,,149325.171801762
MAC,2015,,113813.739005369
MAC,2001,,35786.0513539855
MAC,2013,,149421.592694249
MAC,2012,,129705.121459921
MAC,2000,,34584.1785910296
MDG,2000,105.3,1258.48687455598
MDG,2001,100.6,1323.53967191427
MDG,2011,69.2,1506.46799990919
MDG,2010,70.9,1494.13023699004
MDG,2012,68,1489.63149802035
MDG,2002,96.3,1143.02579802738
MDG,2009,72.9,1509.96152427936
MDG,2021,66,1635.74014825093
MDG,2013,67,1494.68537098702
MDG,2008,75.4,1608.48065046575
MDG,2003,92.2,1242.64390916575
MDG,2004,88.3,1304.33831533283
MDG,2005,84.7,1368.61845328756
MDG,2014,66.4,1515.59830020438
MDG,2007,78.2,1522.62812315795
MDG,2020,66.1,1516.65423219176
MDG,2016,65.8,1568.3893573884
MDG,2006,81.3,1444.12259480355
MDG,2018,65.8,1594.76149230168
MDG,2015,66,1508.44270598406
MDG,2017,65.7,1548.15642479839
MDG,2019,66.1,1652.71334671339
MWI,2016,53.5,1475.11961229057
MWI,2002,145.7,938.803237071674
MWI,2001,160.4,931.526255564738
MWI,2017,50.7,1454.77749244971
MWI,2018,47.8,1513.96703495532
MWI,2015,56.6,1457.13940603904
MWI,2004,119.7,1040.11747775466
MWI,2013,64.5,1594.53399829193
MWI,2005,110.4,1077.89628065334
MWI,2019,45.6,1582.0707248913
MWI,2014,59.8,1552.27468083005
MWI,2012,70.5,1486.90931912267
MWI,2000,174.2,981.699003785598
MWI,2003,131.8,986.548357452722
MWI,2011,76.9,1528.11656048512
MWI,2007,99.1,1237.73594621472
MWI,2008,93.4,1319.33420118914
MWI,2009,88.1,1397.17671127034
MWI,2006,103.9,1131.21803664536
MWI,2021,41.9,1645.40371503016
MWI,2010,83,1468.09520783593
MWI,2020,43.5,1573.03948273011
MYS,2006,8.1,17364.5023802826
MYS,2019,7.9,28848.1008541329
MYS,2021,7.6,29139.3704951624
MYS,2005,8.2,16314.3091398153
MYS,2020,7.7,27300.2667960893
MYS,2008,8.1,19408.6705311668
MYS,2003,8.5,14351.4149668154
MYS,2004,8.3,15367.4433996851
MYS,2007,8.1,18549.0271227554
MYS,2002,8.9,13632.5350241
MYS,2010,8.1,20146.9616228331
MYS,2011,8.1,21308.2157821446
MYS,2018,8,27480.9549227598
MYS,2009,8.1,18860.4807172444
MYS,2000,10.2,13038.5347897317
MYS,2001,9.5,13061.2604892083
MYS,2017,8.1,25935.1395225396
MYS,2012,8.1,22527.0010497572
MYS,2013,8.1,22959.2017588422
MYS,2014,8.1,24012.8250919123
MYS,2016,8.2,24864.0392388323
MYS,2015,8.2,24164.9596770962
MDV,2014,10.5,16600.779049084
MDV,2015,9.8,17598.5759442047
MDV,2016,9,18354.1933871386
MDV,2000,39.1,8517.60639792762
MDV,2013,11.3,15236.1014559736
MDV,2001,34.7,8225.77609370849
MDV,2002,30.7,8809.1074000313
MDV,2012,12.1,13954.2758567785
MDV,2003,27.2,10048.2283126733
MDV,2004,26.9,10740.7004117311
MDV,2005,21.5,9677.85249045841
MDV,2010,13.9,12786.8731705609
MDV,2011,12.9,13684.5992846906
MDV,2007,17.6,12811.3087589383
MDV,2008,16.1,13732.9166616154
MDV,2017,8.3,19221.9669983717
MDV,2006,19.3,12041.9187600723
MDV,2018,7.6,20634.0109257286
MDV,2009,14.9,12251.4534296621
MDV,2021,6,20698.425899192
MDV,2019,7,21878.2211209175
MDV,2020,6.4,14582.8665410054
MLI,2003,169.2,1381.62591335669
MLI,2002,175.3,1282.12083932436
MLI,2004,163.3,1394.53967565895
MLI,2020,100.1,2242.79170220215
MLI,2017,109.3,2153.84563800797
MLI,2005,157.8,1482.43750538859
MLI,2018,106.2,2238.11810842788
MLI,2001,181.5,1263.39724511522
MLI,2021,97.1,2340.01919940458
MLI,2016,112.4,2103.00864786621
MLI,2019,103.1,2313.15909415929
MLI,2008,142.9,1644.35901407
MLI,2014,119,1847.91007247323
MLI,2015,115.6,1957.00349503136
MLI,2007,147.6,1591.33496025671
MLI,2000,187.7,1103.74326386229
MLI,2013,122.5,1753.87977832642
MLI,2006,152.5,1547.41817276076
MLI,2010,134.1,1732.13084831016
MLI,2011,130,1766.843103581
MLI,2012,126.1,1706.67910207368
MLI,2009,138.4,1678.88169119726
MLT,2010,6.8,28717.7846399307
MLT,2011,6.8,28973.1666967941
MLT,2012,6.8,30243.8112734791
MLT,2008,6.8,26523.6201724788
MLT,2009,6.8,26648.7530499146
MLT,2000,7.6,18357.8363084387
MLT,2001,7.4,18516.1407077462
MLT,2006,6.9,23320.8951182022
MLT,2013,6.7,32295.8478268844
MLT,2021,5.8,53387.2378429299
MLT,2004,7,21545.9220210041
MLT,2014,6.7,34344.1002327532
MLT,2007,6.8,25064.8292465762
MLT,2003,7,20930.5983841034
MLT,2015,6.6,37454.9357291627
MLT,2005,6.9,22306.5911690754
MLT,2002,7.2,19979.8598016163
MLT,2020,6,46477.0657692505
MLT,2016,6.5,39705.7006275885
MLT,2019,6.1,50291.1078894958
MLT,2018,6.3,45874.4647953738
MLT,2017,6.4,43493.4262600589
MHL,2001,42.1,2481.91991119465
MHL,2000,42.1,2280.05704662504
MHL,2002,42,2610.92587730966
MHL,2013,37.3,3772.83086336447
MHL,2021,29.7,6594.29953549562
MHL,2012,38,3520.36106431193
MHL,2014,36.4,3869.18715418768
MHL,2015,35.5,4071.46555487865
MHL,2020,30.7,6045.39307991084
MHL,2011,38.7,3450.78201819096
MHL,2017,33.6,4649.23115007632
MHL,2003,41.8,2619.57732965686
MHL,2004,41.4,2730.18709218565
MHL,2010,39.1,3359.57629335879
MHL,2005,41.1,2871.22341257082
MHL,2018,32.7,5161.47788392704
MHL,2019,31.8,5961.74768399034
MHL,2016,34.6,4294.40396021853
MHL,2006,40.7,2973.37659712735
MHL,2007,40.3,3167.99197883587
MHL,2009,39.6,3137.80783576647
MHL,2008,39.9,2994.17341979023
MRT,2004,77.7,3320.77114876099
MRT,2003,83.1,3155.55427985659
MRT,2005,72.5,3637.09046969764
MRT,2006,68,4337.52044543443
MRT,2002,88.7,2957.18037958961
MRT,2018,44.6,5496.24521091554
MRT,2019,43.2,5621.65307737761
MRT,2020,41.8,5529.72100455318
MRT,2001,94,2934.39259494864
MRT,2017,46,5259.06290234387
MRT,2013,51.9,4570.49234696341
MRT,2007,64.2,4266.91766022709
MRT,2014,50.5,4393.08553995573
MRT,2000,98.8,2964.59288928368
MRT,2016,47.4,4829.60860902715
MRT,2008,61.2,4227.34530930613
MRT,2021,40.5,5674.29243197364
MRT,2015,48.9,4306.67679890061
MRT,2011,54.9,4314.77319512521
MRT,2012,53.4,4344.63216806053
MRT,2009,58.6,4144.17436384188
MRT,2010,56.7,4181.97757650422
MUS,2011,14.8,16877.4651716884
MUS,2012,14.9,17191.910088786
MUS,2013,14.9,18102.9201375356
MUS,2015,14.6,19743.6252998896
MUS,2016,14.6,21308.6852960876
MUS,2009,14.6,15099.2031390752
MUS,2008,14.8,14560.2486521184
MUS,2014,14.8,18874.82078036
MUS,2000,18.8,9138.57710728304
MUS,2010,14.6,15911.6331038321
MUS,2007,15.2,13605.1031860841
MUS,2018,15.4,23571.8941577226
MUS,2019,15.9,24680.5577987914
MUS,2001,17.5,9581.27819844766
MUS,2017,14.9,22143.8265496345
MUS,2002,16.6,9819.3398116954
MUS,2003,16,10529.9792258326
MUS,2020,16.3,21365.1126895676
MUS,2021,16.6,23079.0674559154
MUS,2006,15.5,12586.7342433617
MUS,2004,15.8,11210.3153660164
MUS,2005,15.6,11697.8993299503
MEX,2005,22.9,13306.6563916259
MEX,2004,23.8,12712.4087324601
MEX,2015,16.2,19217.8587908168
MEX,2016,15.7,20225.710240328
MEX,2003,24.8,12130.8527363456
MEX,2014,16.8,18983.7789898807
MEX,2013,17.3,18333.3743799667
MEX,2017,15.2,20582.2523679391
MEX,2006,22.1,14591.5841588851
MEX,2002,25.9,11835.4929333326
MEX,2000,28.3,11794.3236037342
MEX,2012,17.9,18170.0246425433
MEX,2008,20.5,15779.1903706123
MEX,2001,27,11821.965971039
MEX,2019,14.2,21095.7354216286
MEX,2007,21.3,15097.2879014088
MEX,2020,13.7,19471.5023678685
MEX,2018,14.7,21015.9257556815
MEX,2010,19.2,16063.1663319243
MEX,2011,18.5,17432.1475042725
MEX,2009,19.8,15322.6333251744
MEX,2021,13.2,21123.6718346798
FSM,2009,35.1,3010.93020795922
FSM,2007,35.9,2930.17396464963
FSM,2008,35.6,2936.64555167786
FSM,2021,24.9,3664.48683963224
FSM,2011,33.7,3281.54335122509
FSM,2020,25.6,3612.11183562718
FSM,2006,36,2886.17339102263
FSM,2005,36,2785.91548279206
FSM,2015,30.2,3332.46476333022
FSM,2012,33,3270.06433878084
FSM,2010,34.5,3124.07088688968
FSM,2004,36.1,2635.32905147033
FSM,2014,31.1,3166.36221142138
FSM,2016,29.2,3381.8582444418
FSM,2019,26.4,3691.0150881556
FSM,2018,27.3,3598.40301383664
FSM,2003,36.3,2639.30578294779
FSM,2000,38.5,2390.70477594143
FSM,2017,28.2,3522.34936744575
FSM,2013,32,3193.75912975394
FSM,2001,37.5,2492.22261360604
FSM,2002,41.4,2543.90969292987
MDA,2019,14.7,13318.8059326638
MDA,2020,14.5,12512.6003653958
MDA,2004,21.2,4377.65450322798
MDA,2018,15,12434.6484689262
MDA,2003,23.1,3959.66139491537
MDA,2016,15.5,10487.6385473963
MDA,2005,19.8,4865.37378094962
MDA,2006,18.8,5270.8714784317
MDA,2002,25.6,3632.3702673823
MDA,2017,15.3,11464.0181535546
MDA,2015,15.8,9312.7345862146
MDA,2007,18.2,5588.65267845784
MDA,2021,14.2,15121.7243285411
MDA,2000,31.5,3044.29521853318
MDA,2014,16,8724.06965036232
MDA,2010,17.1,6322.15823303113
MDA,2001,28.4,3310.16163742944
MDA,2008,17.7,6151.81355157264
MDA,2009,17.3,5827.12212091529
MDA,2011,16.8,6832.94156502961
MDA,2012,16.6,7277.25632680437
MDA,2013,16.3,8283.88220817174
MCO,2012,3.8,
MCO,2010,4,
MCO,2001,5,
MCO,2014,3.6,
MCO,2011,3.9,
MCO,2008,4.2,
MCO,2009,4.1,
MCO,2013,3.7,
MCO,2000,5.2,
MCO,2003,4.7,
MCO,2004,4.6,
MCO,2005,4.5,
MCO,2002,4.8,
MCO,2007,4.3,
MCO,2021,2.9,
MCO,2016,3.4,
MCO,2006,4.4,
MCO,2018,3.2,
MCO,2015,3.5,
MCO,2020,3,
MCO,2017,3.3,
MCO,2019,3.1,
MNG,2014,20.4,11198.3213997661
MNG,2002,53.8,4008.49337416138
MNG,2003,49.2,4335.97119599278
MNG,2004,44.9,4883.73257938141
MNG,2015,19.4,10769.2543621137
MNG,2013,21.5,10685.7169294891
MNG,2012,22.8,10346.0148830066
MNG,2017,17.6,11431.4980165191
MNG,2001,58.6,3802.16658366221
MNG,2016,18.5,10832.4825378265
MNG,2011,24.4,8998.68772182404
MNG,2020,15.4,12320.279332722
MNG,2021,14.7,12875.6253827585
MNG,2000,63.6,3643.61053763807
MNG,2019,16,12986.377468024
MNG,2006,37.4,5944.02232602655
MNG,2007,34.1,6667.2410069621
MNG,2018,16.8,12342.0380175301
MNG,2010,26.3,7631.14592121004
MNG,2009,28.6,7184.47091583051
MNG,2005,41,5357.26206580412
MNG,2008,31.2,7320.55288280222
MNE,2007,8.9,12462.1567232711
MNE,2008,8.1,13816.6110315793
MNE,2004,11.4,7842.47590015876
MNE,2018,3,21513.3642131627
MNE,2006,9.7,10458.7014571553
MNE,2005,10.5,8313.6330797832
MNE,2017,3.3,19682.2745280535
MNE,2019,2.7,24140.672716531
MNE,2009,7.4,13021.7446497775
MNE,2020,2.5,21004.7441266297
MNE,2021,2.3,24511.2620665873
MNE,2016,3.7,18199.2841094995
MNE,2000,14.2,6002.5561054378
MNE,2002,12.9,7237.95488956427
MNE,2003,12.2,7341.26491267473
MNE,2013,5,14870.1646635604
MNE,2010,6.7,13633.6639647379
MNE,2001,13.6,6772.32332139671
MNE,2015,4.1,16332.7572528658
MNE,2014,4.5,15371.1737620593
MNE,2011,6.1,14472.423129205
MNE,2012,5.5,13863.8752916089
MAR,2012,27.9,7280.837890625
MAR,2011,29.5,7275.17041015625
MAR,2013,26.4,7483.09814453125
MAR,2008,35.1,6429.3291015625
MAR,2016,22.4,7693.05712890625
MAR,2014,24.9,7149.0361328125
MAR,2009,33.1,6625.4375
MAR,2015,23.6,7669.9453125
MAR,2019,19.5,8566.1162109375
MAR,2017,21.3,7921.619140625
MAR,2010,31.3,6847.3896484375
MAR,2007,37.2,6047.79345703125
MAR,2002,48,4420.7548828125
MAR,2000,52.4,3912.095703125
MAR,2001,50.2,4251.72802734375
MAR,2018,20.4,8266.1435546875
MAR,2020,18.7,7969.43603515625
MAR,2021,18,8900.478515625
MAR,2006,39.3,5768.400390625
MAR,2003,45.9,4726.59765625
MAR,2004,43.7,5010.85205078125
MAR,2005,41.5,5261.40771484375
MOZ,2005,132.3,724.664002586227
MOZ,2015,84,1321.86979814678
MOZ,2003,145.4,626.589128215704
MOZ,2016,80.8,1385.40384054904
MOZ,2006,126.5,800.276656922994
MOZ,2004,138.6,678.253454925047
MOZ,2018,76.3,1329.07109280004
MOZ,2002,153,588.174116457865
MOZ,2014,88.3,1166.89347703907
MOZ,2017,78.4,1291.67147896237
MOZ,2001,161.3,541.834118214297
MOZ,2013,92.1,1112.73931115643
MOZ,2008,113.2,914.814323868449
MOZ,2007,119.3,862.134885585715
MOZ,2000,170.7,481.500791747902
MOZ,2020,71.6,1307.287996601
MOZ,2012,96.4,1073.07185370018
MOZ,2009,107.5,949.571464566732
MOZ,2019,73.5,1344.88491337651
MOZ,2011,100.6,1058.66932310275
MOZ,2021,69.6,1359.31060326
MOZ,2010,104.8,996.869465801425
MMR,2009,66.1,3017.73111995073
MMR,2008,98.7,2728.29668020326
MMR,2021,41.8,4539.50936547255
MMR,2006,74.3,2139.08574592203
MMR,2020,43.2,4972.30365941914
MMR,2010,63.4,3322.80184978553
MMR,2011,60.8,3552.46993617521
MMR,2007,71.6,2442.18500912526
MMR,2015,51.8,4427.7677914251
MMR,2012,58.2,3815.87180869244
MMR,2013,55.9,4111.8008839021
MMR,2019,44.8,5435.52093964736
MMR,2004,79.5,1591.53236565151
MMR,2016,49.9,4424.70849686336
MMR,2017,48.1,4670.08072918311
MMR,2018,46.4,5045.70668606101
MMR,2014,53.8,4346.26259896661
MMR,2005,76.9,1849.08766897448
MMR,2001,86.9,1063.04765630021
MMR,2002,84.5,1197.33479957604
MMR,2003,82,1376.84172598648
MMR,2000,89.3,943.47573562751
NAM,2002,74.8,5437.06606380668
NAM,2003,74,5698.27613631863
NAM,2001,76,5197.38174626367
NAM,2013,48.1,9863.58445751289
NAM,2011,49.2,9061.27137423206
NAM,2014,45.5,10609.2098839632
NAM,2000,77,5126.5896433743
NAM,2012,50.3,9458.79117285252
NAM,2005,70.3,6778.63214946943
NAM,2004,73.8,6487.93344603334
NAM,2015,46.2,10783.274520279
NAM,2010,49.4,8579.84076679351
NAM,2009,52.1,8116.32379026299
NAM,2006,65.3,7392.81540330676
NAM,2007,61,7901.46421735461
NAM,2016,45.5,10582.8182278806
NAM,2020,40.3,9548.23295183415
NAM,2017,44.4,10335.2674258223
NAM,2018,43.6,10512.9753099514
NAM,2008,55.4,8156.66937486744
NAM,2021,39,10161.286581567
NAM,2019,41.9,10434.0959115612
NRU,2004,38.8,4206.65883805151
NRU,2017,31.4,9359.98672496946
NRU,2003,39.4,
NRU,2016,32.4,10032.5232035333
NRU,2014,34.2,10090.957867004
NRU,2018,30.5,10134.2767722185
NRU,2019,29.6,10976.3948108191
NRU,2015,33.3,9404.41020164763
NRU,2005,38.4,4004.87969170172
NRU,2002,40.3,
NRU,2006,38.3,3785.9019545252
NRU,2012,36,8465.94307134633
NRU,2013,35.1,8795.19867345024
NRU,2001,41.4,
NRU,2009,38.1,5784.69238420116
NRU,2020,28.6,11418.5593444937
NRU,2000,42.6,
NRU,2008,38.3,6112.70684929802
NRU,2010,37.6,5755.29015707287
NRU,2007,38.2,3626.4577994182
NRU,2021,27.6,12126.5887460305
NRU,2011,36.9,6426.36896534574
NPL,2009,48.2,2039.90505428881
NPL,2008,50.7,1949.50407931321
NPL,2020,28.2,3972.51532316473
NPL,2011,43.6,2264.32951082506
NPL,2021,27.2,4252.3751749416
NPL,2010,45.9,2153.12640634806
NPL,2000,79.1,1315.97063164967
NPL,2005,59.4,1629.15925270972
NPL,2006,56.3,1720.62604033749
NPL,2007,53.4,1814.09516328528
NPL,2004,62.7,1543.01887756633
NPL,2012,41.5,2474.08354998607
NPL,2013,39.4,2656.35882852921
NPL,2003,66.4,1453.40817325745
NPL,2014,37.4,2887.63157327986
NPL,2001,74.6,1387.79780932568
NPL,2002,70.3,1390.16949109209
NPL,2017,32.1,3495.52880047287
NPL,2018,30.6,3808.72211345447
NPL,2015,35.5,2931.62049532666
NPL,2016,33.7,2925.53214565469
NPL,2019,29.3,4088.42135925771
NLD,2002,5.9,34447.2053180645
NLD,2003,5.7,34151.5011536968
NLD,2017,4,55088.6338006744
NLD,2001,6.1,33189.9739568609
NLD,2015,4.1,50288.5913949377
NLD,2016,4,52288.4150841353
NLD,2005,5.3,37625.5617084958
NLD,2006,5.1,41013.5514436649
NLD,2014,4.1,49233.2153954401
NLD,2000,6.2,31874.8780479427
NLD,2013,4.1,49241.5178406305
NLD,2009,4.6,44555.608135705
NLD,2004,5.5,35810.8113179253
NLD,2007,4.9,43949.1593312246
NLD,2008,4.7,46420.2016795592
NLD,2019,4,61089.5834206486
NLD,2018,4,57826.6284976675
NLD,2011,4.3,46599.02103045
NLD,2012,4.2,47272.1030187972
NLD,2010,4.4,45036.0998025999
NLD,2021,4.1,67693.3264311302
NLD,2020,4.1,61068.4058621127
NCL,2021,,
NCL,2020,,
NCL,2005,,
NCL,2019,,
NCL,2004,,
NCL,2018,,
NCL,2006,,
NCL,2007,,
NCL,2009,,
NCL,2003,,
NCL,2017,,
NCL,2008,,
NCL,2000,,
NCL,2001,,
NCL,2016,,
NCL,2011,,
NCL,2012,,
NCL,2013,,
NCL,2002,,
NCL,2015,,
NCL,2010,,
NCL,2014,,
NZL,2013,5.8,36242.6212285958
NZL,2014,5.7,37293.3567850718
NZL,2012,6,32988.6097597613
NZL,2001,7.2,22521.0409382492
NZL,2002,7,23306.2795376277
NZL,2011,6.1,32701.3785970948
NZL,2009,6.3,30682.9538757235
NZL,2005,6.6,25677.4190803252
NZL,2000,7.4,21500.6292898099
NZL,2010,6.2,31214.0510925451
NZL,2004,6.7,25096.6858778485
NZL,2021,4.7,48555.5523439365
NZL,2015,5.5,37479.6829800129
NZL,2003,6.9,23987.3688944924
NZL,2008,6.4,29827.1425475385
NZL,2016,5.3,39933.5744436033
NZL,2006,6.5,27744.0617198326
NZL,2007,6.5,29353.5006283723
NZL,2019,4.9,45215.699506988
NZL,2020,4.8,45256.2696935468
NZL,2017,5.2,42204.7457412663
NZL,2018,5,42507.4288120852
NIC,2014,19.8,4889.21418629573
NIC,2015,18.8,5230.52823060395
NIC,2003,33.3,2981.69747640049
NIC,2004,31.8,3186.57276731782
NIC,2013,20.8,4567.4180962991
NIC,2002,35,2886.83515404523
NIC,2012,21.9,4392.62888338747
NIC,2016,17.8,5618.06654571177
NIC,2017,16.8,5915.38972207813
NIC,2001,36.9,2857.2524963145
NIC,2011,23,4234.82708244732
NIC,2019,14.9,5627.04745610843
NIC,2020,14,5523.55791393006
NIC,2021,13.3,6280.92284563394
NIC,2000,38.8,2750.78142539539
NIC,2010,24.1,3959.96922623599
NIC,2006,28.9,3584.17315912969
NIC,2007,27.6,3814.35569198039
NIC,2018,15.8,5772.22504633547
NIC,2005,30.3,3384.22793300423
NIC,2009,25.2,3802.9178643529
NIC,2008,26.4,3964.33808052969
NER,2008,145.1,1004.08364971578
NER,2009,138.6,992.91384833792
NER,2007,152.8,948.694944687435
NER,2004,183.1,825.73648643545
NER,2020,116.3,1282.57192353366
NER,2006,161.6,928.796178051252
NER,2003,195,830.182881443225
NER,2019,117,1269.06838612434
NER,2021,115.2,1309.28628625812
NER,2005,171.8,881.853541750042
NER,2002,206.9,825.238950424883
NER,2010,133.3,1051.09031825381
NER,2016,119.1,1146.01041845331
NER,2000,228.5,756.755652962508
NER,2001,218.3,801.845564663275
NER,2018,117.7,1221.95973834237
NER,2011,129.1,1057.83987059706
NER,2012,126,1148.39534272563
NER,2013,123.4,1118.3491137006
NER,2017,118.4,1155.9738499994
NER,2015,120.2,1138.1136507762
NER,2014,121.6,1134.74171615092
NGA,2014,128,5415.86121025289
NGA,2000,182.4,2292.8418315335
NGA,2013,129.6,5136.64524267725
NGA,2010,135.7,4632.13131259775
NGA,2016,124.7,5159.58044421876
NGA,2017,122.4,5120.00559788163
NGA,2012,131.4,4899.52919646751
NGA,2015,126.4,5342.03599096303
NGA,2009,138.5,4355.76908780903
NGA,2020,113.8,5137.59840216061
NGA,2001,177,2418.26634406791
NGA,2011,133.4,4843.60455539881
NGA,2019,116.8,5291.66296998221
NGA,2004,160.4,3208.58586596191
NGA,2002,171.4,2757.45233165057
NGA,2018,119.6,5212.1388707046
NGA,2008,141.9,4116.82842284994
NGA,2021,110.8,5431.9192114316
NGA,2007,145.8,3887.73675227429
NGA,2003,165.8,2938.27148422629
NGA,2005,155.1,3428.65241597721
NGA,2006,150.2,3648.90380987909
MKD,2010,10.4,11359.0880936207
MKD,2009,11,11009.6516701885
MKD,2005,13.7,7848.88296708719
MKD,2008,11.7,10521.932872467
MKD,2012,10.1,11915.6539374752
MKD,2006,13,8690.2003524079
MKD,2011,10,11689.8906953758
MKD,2007,12.3,9353.00907515237
MKD,2021,5.3,19902.8198301911
MKD,2004,14.3,7172.18076457022
